Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	Functional_Category	Is_Pseudogene	Product	PEandPPE_Subfamily	ExcludedGroup_Category
NC_000962.3	3421740	3423213	-	Rv3060c	Rv3060c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably GntR-family)	None	NotExcluded
NC_000962.3	3423261	3425427	-	Rv3061c	fadE22	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE22	None	NotExcluded
NC_000962.3	3425583	3427107	+	Rv3062	ligB	CDS	information pathways	No	Probable ATP-dependent DNA ligase LigB (polydeoxyribonucleotide synthase [ATP]) (polynucleotide ligase [ATP]) (sealase) (DNA repair protein) (DNA joinase)	None	NotExcluded
NC_000962.3	3427242	3429519	+	Rv3063	cstA	CDS	virulence, detoxification, adaptation	No	Probable carbon starvation protein A homolog CstA	None	NotExcluded
NC_000962.3	3429824	3430250	-	Rv3064c	Rv3064c	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	3430386	3430710	+	Rv3065	mmr	CDS	cell wall and cell processes	No	Multidrugs-transport integral membrane protein Mmr	None	NotExcluded
NC_000962.3	3430706	3431315	+	Rv3066	Rv3066	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably DeoR-family)	None	NotExcluded
NC_000962.3	3431427	3431838	+	Rv3067	Rv3067	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3431839	3431912	-	MTB000041	alaU	tRNA	stable RNAs	No	tRNA-Ala (GGC)	None	NotExcluded
NC_000962.3	3431978	3433622	-	Rv3068c	pgmA	CDS	intermediary metabolism and respiration	No	Probable phosphoglucomutase PgmA (glucose phosphomutase) (PGM)	None	NotExcluded
NC_000962.3	3433691	3434090	+	Rv3069	Rv3069	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	3434086	3434467	+	Rv3070	Rv3070	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	3434463	3435573	+	Rv3071	Rv3071	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3435797	3436322	-	Rv3072c	Rv3072c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3436328	3436685	-	Rv3073c	Rv3073c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3436778	3438053	+	Rv3074	Rv3074	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3438049	3438973	-	Rv3075c	Rv3075c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3439071	3439548	+	Rv3076	Rv3076	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3439540	3441352	+	Rv3077	Rv3077	CDS	intermediary metabolism and respiration	No	Possible hydrolase	None	NotExcluded
NC_000962.3	3441352	3441754	+	Rv3078	hab	CDS	intermediary metabolism and respiration	No	Probable hydroxylaminobenzene mutase Hab	None	NotExcluded
NC_000962.3	3441769	3442597	-	Rv3079c	Rv3079c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3442655	3445988	-	Rv3080c	pknK	CDS	regulatory proteins	No	Serine/threonine-protein kinase transcriptional regulatory protein PknK (protein kinase K) (STPK K)	None	NotExcluded
NC_000962.3	3446039	3447278	+	Rv3081	Rv3081	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3447403	3448426	-	Rv3082c	virS	CDS	virulence, detoxification, adaptation	No	Virulence-regulating transcriptional regulator VirS (AraC/XylS family)	None	NotExcluded
NC_000962.3	3448503	3449991	+	Rv3083	Rv3083	CDS	intermediary metabolism and respiration	No	Probable monooxygenase (hydroxylase)	None	NotExcluded
NC_000962.3	3449996	3450923	+	Rv3084	lipR	CDS	intermediary metabolism and respiration	No	Probable acetyl-hydrolase/esterase LipR	None	NotExcluded
NC_000962.3	3450919	3451750	+	Rv3085	Rv3085	CDS	intermediary metabolism and respiration	No	Probable short-chain type dehydrogenase/reductase	None	NotExcluded
NC_000962.3	3451780	3452887	+	Rv3086	adhD	CDS	intermediary metabolism and respiration	No	Probable zinc-type alcohol dehydrogenase AdhD (aldehyde reductase)	None	NotExcluded
NC_000962.3	3452924	3454343	+	Rv3087	Rv3087	CDS	lipid metabolism	No	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	None	NotExcluded
NC_000962.3	3454339	3455764	+	Rv3088	tgs4	CDS	lipid metabolism	No	Putative triacylglycerol synthase (diacylglycerol acyltransferase) Tgs4	None	NotExcluded
NC_000962.3	3455760	3457272	+	Rv3089	fadD13	CDS	lipid metabolism	No	Probable chain -fatty-acid-CoA ligase FadD13 (fatty-acyl-CoA synthetase)	None	NotExcluded
NC_000962.3	3458210	3459098	+	Rv3090	Rv3090	CDS	conserved hypotheticals	No	Unknown alanine and valine rich protein	None	NotExcluded
NC_000962.3	3459115	3460807	+	Rv3091	Rv3091	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3460813	3461734	-	Rv3092c	Rv3092c	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	3461759	3462764	-	Rv3093c	Rv3093c	CDS	intermediary metabolism and respiration	No	Hypothetical oxidoreductase	None	NotExcluded
NC_000962.3	3462760	3463891	-	Rv3094c	Rv3094c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3463972	3464449	+	Rv3095	Rv3095	CDS	regulatory proteins	No	Hypothetical transcriptional regulatory protein	None	NotExcluded
NC_000962.3	3464546	3465686	+	Rv3096	Rv3096	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3465777	3467091	-	Rv3097c	lipY	CDS	PE/PPE	No	PE-PGRS family protein, triacylglycerol lipase LipY (esterase/lipase) (triglyceride lipase) (tributyrase)	PE_V_	PE/PPEs
NC_000962.3	3467209	3467662	-	Rv3098c	Rv3098c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3467605	3467926	+	Rv3098A	Rv3098A	CDS	virulence, detoxification, adaptation	No	PemK-like protein	None	NotExcluded
NC_000962.3	3468412	3469264	-	Rv3099c	Rv3099c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3469300	3469783	-	Rv3100c	smpB	CDS	virulence, detoxification, adaptation	No	Probable SSRA-binding protein SmpB	None	NotExcluded
NC_000962.3	3469785	3470679	-	Rv3101c	ftsX	CDS	cell wall and cell processes	No	Putative cell division protein FtsX (septation component-transport integral membrane protein ABC transporter)	None	NotExcluded
NC_000962.3	3470679	3471369	-	Rv3102c	ftsE	CDS	cell wall and cell processes	No	Putative cell division ATP-binding protein FtsE (septation component-transport ATP-binding protein ABC transporter)	None	NotExcluded
NC_000962.3	3471412	3471850	-	Rv3103c	Rv3103c	CDS	conserved hypotheticals	No	Hypothetical proline-rich protein	None	NotExcluded
NC_000962.3	3471851	3472778	-	Rv3104c	Rv3104c	CDS	cell wall and cell processes	No	Possible conserved transmembrane protein	None	NotExcluded
NC_000962.3	3472767	3473904	-	Rv3105c	prfB	CDS	information pathways	No	Probable peptide chain release factor 2 PrfB (RF-2)	None	NotExcluded
NC_000962.3	3474006	3475377	+	Rv3106	fprA	CDS	intermediary metabolism and respiration	No	NADPH:adrenodoxin oxidoreductase FprA (NADPH-ferredoxin reductase)	None	NotExcluded
NC_000962.3	3475377	3476961	-	Rv3107c	agpS	CDS	lipid metabolism	No	Possible alkyldihydroxyacetonephosphate synthase AgpS (alkyl-DHAP synthase) (alkylglycerone-phosphate synthase)	None	NotExcluded
NC_000962.3	3477059	3477500	+	Rv3108	Rv3108	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3477648	3478728	+	Rv3109	moaA1	CDS	intermediary metabolism and respiration	No	Probable molybdenum cofactor biosynthesis protein A MoaA1	None	NotExcluded
NC_000962.3	3478778	3479174	+	Rv3110	moaB1	CDS	intermediary metabolism and respiration	No	Probable pterin-4-alpha-carbinolamine dehydratase MoaB1 (PHS) (4-alpha- hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)	None	NotExcluded
NC_000962.3	3479170	3479683	+	Rv3111	moaC1	CDS	intermediary metabolism and respiration	No	Probable molybdenum cofactor biosynthesis protein C MoaC1	None	NotExcluded
NC_000962.3	3479699	3479951	+	Rv3112	moaD1	CDS	intermediary metabolism and respiration	No	Probable molybdenum cofactor biosynthesis protein D MoaD1 (molybdopterin converting factor small subunit) (molybdopterin [MPT] converting factor, subunit 1)	None	NotExcluded
NC_000962.3	3480073	3480742	+	Rv3113	Rv3113	CDS	intermediary metabolism and respiration	No	Possible phosphatase	None	NotExcluded
NC_000962.3	3480758	3481289	+	Rv3114	Rv3114	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3481450	3482698	+	Rv3115	Rv3115	CDS	insertion seqs and phages	No	Probable transposase	None	InsertionSeqs_And_Phages
NC_000962.3	3482775	3483945	+	Rv3116	moeB2	CDS	intermediary metabolism and respiration	No	Probable molybdenum cofactor biosynthesis protein MoeB2 (MPT-synthase sulfurylase) (molybdopterin synthase sulphurylase)	None	NotExcluded
NC_000962.3	3483973	3484807	+	Rv3117	cysA3	CDS	intermediary metabolism and respiration	No	Probable thiosulfate sulfurtransferase CysA3 (rhodanese-like protein) (thiosulfate cyanide transsulfurase) (thiosulfate thiotransferase)	None	NotExcluded
NC_000962.3	3484808	3485111	+	Rv3118	sseC1	CDS	intermediary metabolism and respiration	No	Conserved hypothetical protein SseC1	None	NotExcluded
NC_000962.3	3485131	3485575	+	Rv3119	moaE1	CDS	intermediary metabolism and respiration	No	Probable molybdenum cofactor biosynthesis protein E MoaE1 (molybdopterin converting factor large subunit) (molybdopterin [MPT] converting factor, subunit 2)	None	NotExcluded
NC_000962.3	3485571	3486174	+	Rv3120	Rv3120	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3486508	3487711	+	Rv3121	cyp141	CDS	intermediary metabolism and respiration	No	Probable cytochrome P450 141 Cyp141	None	NotExcluded
NC_000962.3	3488088	3488559	+	Rv3122	Rv3122	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3488568	3489063	+	Rv3123	Rv3123	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3489505	3490375	+	Rv3124	moaR1	CDS	regulatory proteins	No	Transcriptional regulatory protein MoaR1	None	NotExcluded
NC_000962.3	3490475	3491651	-	Rv3125c	PPE49	CDS	PE/PPE	No	PPE family protein PPE49	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	3491807	3492122	-	Rv3126c	Rv3126c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3492146	3493181	+	Rv3127	Rv3127	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3493167	3494181	-	Rv3128c	Rv3128c	CDS	conserved hypotheticals	Yes	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3494659	3494992	+	Rv3129	Rv3129	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3494974	3496366	-	Rv3130c	tgs1	CDS	lipid metabolism	No	Triacylglycerol synthase (diacylglycerol acyltransferase) Tgs1	None	NotExcluded
NC_000962.3	3496550	3497549	+	Rv3131	Rv3131	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3497528	3499265	-	Rv3132c	devS	CDS	regulatory proteins	No	Two component sensor histidine kinase DevS	None	NotExcluded
NC_000962.3	3499261	3499915	-	Rv3133c	devR	CDS	regulatory proteins	No	Two component transcriptional regulatory protein DevR (probably LuxR/UhpA-family)	None	NotExcluded
NC_000962.3	3499942	3500749	-	Rv3134c	Rv3134c	CDS	virulence, detoxification, adaptation	No	Universal stress protein family protein	None	NotExcluded
NC_000962.3	3501333	3501732	+	Rv3135	PPE50	CDS	PE/PPE	No	PPE family protein PPE50	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	3501793	3502936	+	Rv3136	PPE51	CDS	PE/PPE	No	PPE family protein PPE51	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	3502944	3503277	-	Rv3136A	Rv3136A	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3503392	3504175	+	Rv3137	Rv3137	CDS	intermediary metabolism and respiration	No	Probable monophosphatase	None	NotExcluded
NC_000962.3	3504194	3505283	+	Rv3138	pflA	CDS	intermediary metabolism and respiration	No	Probable pyruvate formate lyase activating protein PflA (formate acetyltransferase activating enzyme) ([pyruvate formate-lyase] activating enzyme)	None	NotExcluded
NC_000962.3	3505362	3506769	+	Rv3139	fadE24	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE24	None	NotExcluded
NC_000962.3	3506789	3507995	+	Rv3140	fadE23	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE23	None	NotExcluded
NC_000962.3	3508094	3509066	+	Rv3141	fadB4	CDS	lipid metabolism	No	Probable NADPH quinone oxidoreductase FadB4 (NADPH:quinone reductase) (zeta-crystallin)	None	NotExcluded
NC_000962.3	3509117	3509546	-	Rv3142c	Rv3142c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3509653	3510055	+	Rv3143	Rv3143	CDS	regulatory proteins	No	Probable response regulator	None	NotExcluded
NC_000962.3	3510087	3511317	-	Rv3144c	PPE52	CDS	PE/PPE	No	PPE family protein PPE52	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	3511681	3512068	+	Rv3145	nuoA	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain A) NuoA (NADH-ubiquinone oxidoreductase chain A)	None	NotExcluded
NC_000962.3	3512076	3512631	+	Rv3146	nuoB	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain B) NuoB (NADH-ubiquinone oxidoreductase chain B)	None	NotExcluded
NC_000962.3	3512627	3513338	+	Rv3147	nuoC	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain C) NuoC (NADH-ubiquinone oxidoreductase chain C)	None	NotExcluded
NC_000962.3	3513337	3514660	+	Rv3148	nuoD	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain D) NuoD (NADH-ubiquinone oxidoreductase chain D)	None	NotExcluded
NC_000962.3	3514656	3515415	+	Rv3149	nuoE	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain E) NuoE (NADH-ubiquinone oxidoreductase chain E)	None	NotExcluded
NC_000962.3	3515411	3516749	+	Rv3150	nuoF	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain F) NuoF (NADH-ubiquinone oxidoreductase chain F)	None	NotExcluded
NC_000962.3	3516745	3519166	+	Rv3151	nuoG	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain G) NuoG (NADH-ubiquinone oxidoreductase chain G)	None	NotExcluded
NC_000962.3	3519281	3520514	+	Rv3152	nuoH	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain H) NuoH (NADH-ubiquinone oxidoreductase chain H)	None	NotExcluded
NC_000962.3	3520506	3521142	+	Rv3153	nuoI	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain I) NuoI (NADH-ubiquinone oxidoreductase chain I)	None	NotExcluded
NC_000962.3	3521138	3521927	+	Rv3154	nuoJ	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain J) NuoJ (NADH-ubiquinone oxidoreductase chain J)	None	NotExcluded
NC_000962.3	3521923	3522223	+	Rv3155	nuoK	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain K) NuoK (NADH-ubiquinone oxidoreductase chain K)	None	NotExcluded
NC_000962.3	3522233	3524135	+	Rv3156	nuoL	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain L) NuoL (NADH-ubiquinone oxidoreductase chain L)	None	NotExcluded
NC_000962.3	3524131	3525793	+	Rv3157	nuoM	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain M) NUOK (NADH-ubiquinone oxidoreductase chain M)	None	NotExcluded
NC_000962.3	3525789	3527385	+	Rv3158	nuoN	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase I (chain N) NuoN (NADH-ubiquinone oxidoreductase chain N)	None	NotExcluded
NC_000962.3	3527390	3529163	-	Rv3159c	PPE53	CDS	PE/PPE	No	PPE family protein PPE53	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	3529337	3529979	-	Rv3160c	Rv3160c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	3529989	3531138	-	Rv3161c	Rv3161c	CDS	intermediary metabolism and respiration	No	Possible dioxygenase	None	NotExcluded
NC_000962.3	3531207	3531645	-	Rv3162c	Rv3162c	CDS	cell wall and cell processes	No	Possible integral membrane protein	None	NotExcluded
NC_000962.3	3531641	3532913	-	Rv3163c	Rv3163c	CDS	cell wall and cell processes	No	Possible conserved secreted protein	None	NotExcluded
NC_000962.3	3532942	3533905	-	Rv3164c	moxR3	CDS	regulatory proteins	No	Probable methanol dehydrogenase transcriptional regulatory protein MoxR3	None	NotExcluded
NC_000962.3	3533912	3534395	-	Rv3165c	Rv3165c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	3534391	3535351	-	Rv3166c	Rv3166c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3535430	3536057	-	Rv3167c	Rv3167c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	3536101	3537238	+	Rv3168	Rv3168	CDS	virulence, detoxification, adaptation	No	Putative aminoglycoside phosphotransferase	None	NotExcluded
NC_000962.3	3537237	3538362	+	Rv3169	Rv3169	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3538504	3539851	+	Rv3170	aofH	CDS	intermediary metabolism and respiration	No	Probable flavin-containing monoamine oxidase AofH (amine oxidase) (MAO)	None	NotExcluded
NC_000962.3	3539845	3540745	-	Rv3171c	hpx	CDS	virulence, detoxification, adaptation	No	Possible non-heme haloperoxidase Hpx	None	NotExcluded
NC_000962.3	3540881	3541364	-	Rv3172c	Rv3172c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3541442	3542045	-	Rv3173c	Rv3173c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	None	NotExcluded
NC_000962.3	3542137	3542845	+	Rv3174	Rv3174	CDS	intermediary metabolism and respiration	No	Probable short-chain dehydrogenase/reductase	None	NotExcluded
NC_000962.3	3542859	3544347	+	Rv3175	Rv3175	CDS	intermediary metabolism and respiration	No	Possible amidase (aminohydrolase)	None	NotExcluded
NC_000962.3	3544343	3545300	-	Rv3176c	mesT	CDS	virulence, detoxification, adaptation	No	Probable epoxide hydrolase MesT (epoxide hydratase) (arene-oxide hydratase)	None	NotExcluded
NC_000962.3	3545446	3546307	+	Rv3177	Rv3177	CDS	virulence, detoxification, adaptation	No	Possible peroxidase (non-haem peroxidase)	None	NotExcluded
NC_000962.3	3546437	3546797	+	Rv3178	Rv3178	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3547617	3548907	+	Rv3179	Rv3179	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3549253	3549688	-	Rv3180c	Rv3180c	CDS	conserved hypotheticals	No	Hypothetical alanine rich protein	None	NotExcluded
NC_000962.3	3549690	3550143	-	Rv3181c	Rv3181c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3550373	3550718	+	Rv3182	Rv3182	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3550714	3551044	+	Rv3183	Rv3183	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	3551280	3551607	+	Rv3184	Rv3184	CDS	insertion seqs and phages	No	Probable transposase for insertion sequence element IS6110 (fragment)	None	InsertionSeqs_And_Phages
NC_000962.3	3551555	3552542	+	Rv3185	Rv3185	CDS	insertion seqs and phages	No	Probable transposase	None	InsertionSeqs_And_Phages
