lineage,position,gene_coordinate,allele_change,codon_number,codon_change,amino_acid_change,locus_Id,gene_name,mutation_type,essential,diagnostic_snp
lineage6,2181541,366,G/T,122,CCC/CCA,P/P,Rv1929c,0,syn,nonessential,no
lineage6,2221313,406,G/A,136,GCC/ACC,A/T,Rv1978,0,nonsyn,nonessential,no
lineage6,2275771,654,T/C,218,GCA/GCG,A/A,Rv2029c,pfkB,syn,nonessential,no
lineage6,2281289,0,G/T,0,./.,./.,0,0,inter,0,no
lineage6,2347616,244,C/A,82,CTA/ATA,L/I,Rv2090,0,nonsyn,nonessential,no
lineage6,2370902,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,2379997,664,A/G,222,TCG/CCG,S/P,Rv2121c,hisG,nonsyn,essential,no
lineage6,2435582,736,G/A,246,GCC/ACC,A/T,Rv2173,idsA2,nonsyn,nonessential,no
lineage6,2443508,207,G/T,69,TTG/TTT,L/F,Rv2181,0,nonsyn,nonessential,no
lineage6,2447150,351,G/T,117,CCC/CCA,P/P,Rv2185c,TB16.3,syn,nonessential,no
lineage6,2453933,115,C/A,39,CGC/AGC,R/S,Rv2191,0,nonsyn,nonessential,no
lineage6,2458234,682,A/C,228,AAA/CAA,K/Q,Rv2194,qcrC,nonsyn,essential,no
lineage6,2478180,991,C/A,331,CTC/ATC,L/I,Rv2212,0,nonsyn,nonessential,no
lineage6,2501668,1071,C/T,357,TTG/TTA,L/L,Rv2228c,0,syn,nonessential,no
lineage6,2514867,2329,G/A,777,GCC/ACC,A/T,Rv2241,aceE,nonsyn,essential,no
lineage6,2522878,519,C/A,173,CTC/CTA,L/L,Rv2248,0,syn,nonessential,no
lineage6,2566596,0,G/C,0,./.,./.,0,0,inter,0,no
lineage6,2571678,325,G/A,109,CAG/TAG,Q/*,Rv2299c,htpG,nonsyn,nonessential,no
lineage6,2592510,217,G/A,73,CGC/TGC,R/C,Rv2319c,0,nonsyn,essential,no
lineage6,2623917,97,T/C,33,TCG/CCG,S/P,Rv2345,0,nonsyn,nonessential,no
lineage6,2624945,1125,C/A,375,GAC/GAA,D/E,Rv2345,0,nonsyn,nonessential,no
lineage6,2697218,497,C/A,166,CGC/CTC,R/L,Rv2400c,subI,nonsyn,essential,no
lineage6,2705145,449,C/A,150,ACG/AAG,T/K,Rv2407,0,nonsyn,nonessential,no
lineage6,2733100,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,2739242,445,A/G,149,TCC/CCC,S/P,Rv2440c,obg,nonsyn,essential,no
lineage6,2757464,729,C/A,243,CTG/CTT,L/L,Rv2456c,0,syn,nonessential,no
lineage6,2772760,276,G/A,92,TCC/TCT,S/S,Rv2469c,0,syn,nonessential,no
lineage6,2789237,47,T/C,16,GAC/GGC,D/G,Rv2482c,plsB2,nonsyn,nonessential,no
lineage6,2817056,1419,C/T,473,GCG/GCA,A/A,Rv2502c,accD1,syn,essential,yes
lineage6,2823743,851,G/T,284,GCA/GAA,A/E,Rv2508c,0,nonsyn,nonessential,no
lineage6,2831046,293,G/A,98,GCC/GTC,A/V,Rv2514c,0,nonsyn,nonessential,no
lineage6,2844335,4998,C/A,1666,ACG/ACT,T/T,Rv2524c,fas,syn,essential,yes
lineage6,2847318,2015,C/G,672,GGC/GCC,G/A,Rv2524c,fas,nonsyn,essential,no
lineage6,2855422,2360,A/G,787,ATC/ACC,I/T,Rv2531c,0,nonsyn,nonessential,no
lineage6,2887964,1592,C/T,531,GCG/GTG,A/V,Rv2566,0,nonsyn,nonessential,no
lineage6,2892917,555,G/A,185,CTC/CTT,L/L,Rv2568c,0,syn,nonessential,no
lineage6,2894322,87,G/C,29,GAC/GAG,D/E,Rv2569c,0,nonsyn,nonessential,no
lineage6,2904864,1229,A/G,410,ATG/ACG,M/T,Rv2580c,hisS,nonsyn,essential,no
lineage6,2939177,786,A/G,262,TAT/TAC,Y/Y,Rv2611c,0,syn,essential,yes
lineage6,3014016,132,C/T,44,CTG/CTA,L/L,Rv2697c,dut,syn,essential,yes
lineage6,3022369,0,G/T,0,./.,./.,0,0,inter,0,no
lineage6,3029177,6,C/T,2,GCC/GCT,A/A,Rv2716,0,syn,nonessential,no
lineage6,3037234,58,G/A,20,CGC/TGC,R/C,Rv2724c,fadE20,nonsyn,nonessential,no
lineage6,3043960,935,C/G,312,GCC/GGC,A/G,Rv2731,0,nonsyn,nonessential,no
lineage6,3049728,1697,T/G,566,CAG/CCG,Q/P,Rv2737c,recA,nonsyn,nonessential,no
lineage6,3068710,1374,C/A,458,AAG/AAT,K/N,Rv2756c,hsdM,nonsyn,nonessential,no
lineage6,3103497,444,C/A,148,TGG/TGT,W/C,Rv2794c,pptT,nonsyn,nonessential,no
lineage6,3117647,830,T/A,277,ATC/AAC,I/N,Rv2812,0,nonsyn,ND,no
lineage6,3117704,887,A/C,296,AAT/ACT,N/T,Rv2812,0,nonsyn,ND,no
lineage6,3119277,0,G/C,0,./.,./.,0,0,inter,0,no
lineage6,3123291,0,C/T,0,./.,./.,0,0,inter,0,no
lineage6,3125180,965,C/G,322,CGG/CCG,R/P,Rv2818c,0,nonsyn,nonessential,no
lineage6,3148174,85,A/G,29,TAC/CAC,Y/H,Rv2840c,0,nonsyn,nonessential,no
lineage6,3148356,0,G/T,0,./.,./.,0,0,inter,0,no
lineage6,3152837,114,C/G,38,GCG/GCC,A/A,Rv2845c,proS,syn,essential,yes
lineage6,3172564,437,G/T,146,ACC/AAC,T/N,Rv2860c,glnA4,nonsyn,nonessential,no
lineage6,3173645,373,C/G,125,GGC/CGC,G/R,Rv2861c,mapB,nonsyn,nonessential,no
lineage6,3187539,510,C/T,170,GTC/GTT,V/V,Rv2875,mpt70,syn,ND,no
lineage6,3202515,96,G/A,32,GCG/GCA,A/A,Rv2893,0,syn,nonessential,no
lineage6,3244091,395,C/A,132,GCA/GAA,A/E,Rv2930,fadD26,nonsyn,nonessential,no
lineage6,3281634,1082,G/A,361,GCA/GTA,A/V,Rv2940c,mas,nonsyn,nonessential,no
lineage6,3317795,0,G/C,0,./.,./.,0,0,inter,0,no
lineage6,3353082,387,G/C,129,ACC/ACG,T/T,Rv2995c,leuB,syn,essential,yes
lineage6,3363185,0,A/T,0,./.,./.,0,0,inter,0,no
lineage6,3383287,602,T/C,201,AAG/AGG,K/R,Rv3024c,trmU,nonsyn,nonessential,no
lineage6,3389840,740,C/A,247,ACC/AAC,T/N,Rv3030,0,nonsyn,essential,no
lineage6,3393311,0,C/T,0,./.,./.,0,0,inter,0,no
lineage6,3395847,469,G/T,157,GTC/TTC,V/F,Rv3035,0,nonsyn,nonessential,no
lineage6,3425952,369,C/A,123,GGC/GGA,G/G,Rv3062,ligB,syn,nonessential,no
lineage6,3546678,241,G/A,81,GCC/ACC,A/T,Rv3178,0,nonsyn,essential,no
lineage6,3564897,534,G/A,178,ATG/ATA,M/I,Rv3195,0,nonsyn,nonessential,no
lineage6,3570843,369,G/A,123,AGC/AGT,S/S,Rv3198c,uvrD2,syn,essential,no
lineage6,3571742,802,C/G,268,GCC/CCC,A/P,Rv3199c,nudC,nonsyn,nonessential,no
lineage6,3681349,30,C/A,10,ACC/ACA,T/T,Rv3297,nei,syn,nonessential,no
lineage6,3688648,795,G/A,265,CGC/CGT,R/R,Rv3302c,glpD2,syn,nonessential,no
lineage6,3705098,99,G/A,33,GTG/GTA,V/V,Rv3318,sdhA,syn,nonessential,no
lineage6,3706343,1344,C/T,448,AAC/AAT,N/N,Rv3318,sdhA,syn,nonessential,no
lineage6,3744543,8642,G/A,2881,CCG/CTG,P/L,Rv3347c,PPE55,nonsyn,ND,no
lineage6,3762189,4914,C/A,1638,CTG/CTT,L/L,Rv3350c,PPE56,syn,ND,no
lineage6,3767368,773,A/C,258,GTT/GGT,V/G,Rv3351c,0,nonsyn,nonessential,no
lineage6,3775639,1863,G/T,621,GGC/GGA,G/G,Rv3365c,0,syn,nonessential,no
lineage6,3829664,247,G/A,83,CAC/TAC,H/Y,Rv3410c,guaB3,nonsyn,nonessential,no
lineage6,3847221,57,T/C,19,GGT/GGC,G/G,Rv3429,PPE59,syn,ND,no
lineage6,3872797,181,A/G,61,ATC/GTC,I/V,Rv3451,cut3,nonsyn,nonessential,no
lineage6,3898522,2703,G/A,901,TCG/TCA,S/S,Rv3479,0,syn,nonessential,no
lineage6,3939062,196,G/C,66,CTC/GTC,L/V,Rv3510c,0,nonsyn,nonessential,no
lineage6,3968375,570,G/C,190,TCC/TCG,S/S,Rv3531c,0,syn,nonessential,no
lineage6,3979323,1265,C/T,422,ACG/ATG,T/M,Rv3539,PPE63,nonsyn,ND,no
lineage6,3981329,652,G/A,218,CAC/TAC,H/Y,Rv3542c,0,nonsyn,essential,no
lineage6,4001813,177,G/A,59,GTG/GTA,V/V,Rv3561,fadD3,syn,nonessential,no
lineage6,4007432,751,C/T,251,GAA/AAA,E/K,Rv3566c,nat,nonsyn,nonessential,no
lineage6,4031202,710,C/A,237,GCC/GAC,A/D,Rv3589,mutY,nonsyn,nonessential,no
lineage6,4035242,891,C/A,297,TTC/TTA,F/L,Rv3593,lpqF,nonsyn,essential,no
lineage6,4051853,1031,A/C,344,GTG/GGG,V/G,Rv3610c,ftsH,nonsyn,essential,no
lineage6,4064918,986,C/T,329,GGC/GAC,G/D,Rv3626c,0,nonsyn,nonessential,no
lineage6,4074919,1286,C/T,429,CCG/CTG,P/L,Rv3635,0,nonsyn,essential,no
lineage6,4130604,248,G/A,83,AGC/AAC,S/N,Rv3689,0,nonsyn,ND,no
lineage6,4173849,895,C/T,299,CGC/TGC,R/C,Rv3727,0,nonsyn,nonessential,no
lineage6,4193449,1925,C/G,642,GGG/GCG,G/A,Rv3743c,ctpJ,nonsyn,nonessential,no
lineage6,4219820,136,G/C,46,GCC/CCC,A/P,Rv3775,lipE,nonsyn,nonessential,no
lineage6,4225401,417,C/T,139,ACC/ACT,T/T,Rv3779,0,syn,nonessential,no
lineage6,4270171,167,G/T,56,GCG/GAG,A/E,Rv3807c,0,nonsyn,nonessential,no
lineage6,4272211,69,C/T,23,GTG/GTA,V/V,Rv3808c,glfT2,syn,essential,yes
lineage6,4320299,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,4333284,2798,T/C,933,AAC/AGC,N/S,Rv3859c,gltB,nonsyn,essential,no
lineage6,4346843,363,C/A,121,ACC/ACA,T/T,Rv3870,eccCa1,syn,essential,yes
lineage6,4362384,1037,C/G,346,GGC/GCC,G/A,Rv3882c,eccE1,nonsyn,essential,no
lineage6,4365212,1627,T/C,543,AAC/GAC,N/D,Rv3884c,eccA2,nonsyn,nonessential,no
lineage7,1960,0,G/C,0,./.,./.,0,0,inter,0,no
lineage7,8876,1575,C/T,525,TAC/TAT,Y/Y,Rv0006,gyrA,syn,nonessential,no
lineage7,11924,388,G/A,130,CCG/TCG,P/S,Rv0008c,0,nonsyn,nonessential,no
lineage7,13445,114,C/T,38,GTG/GTA,V/V,Rv0010c,0,syn,nonessential,no
lineage7,13563,0,T/C,0,./.,./.,0,0,inter,0,no
lineage7,14806,718,T/C,240,TTG/CTG,L/L,Rv0012,0,syn,nonessential,no
lineage7,15735,1736,C/T,579,CGC/CAC,R/H,Rv0014c,pknB,nonsyn,essential,no
lineage7,19077,1158,C/T,386,CAG/CAA,Q/Q,Rv0016c,pbpA,syn,nonessential,no
lineage7,22303,879,C/G,293,CGG/CGC,R/R,Rv0018c,pstP,syn,nonessential,no
lineage7,25223,222,C/G,74,TTG/TTC,L/F,Rv0020c,fhaA,nonsyn,nonessential,no
lineage7,32767,711,T/C,237,TGT/TGC,C/C,Rv0029,0,syn,nonessential,no
lineage7,39699,131,T/G,44,CAG/CCG,Q/P,Rv0036c,0,nonsyn,nonessential,no
lineage7,42401,0,G/A,0,./.,./.,0,0,inter,0,no
lineage7,47371,730,G/C,244,CCC/GCC,P/A,Rv0043c,0,nonsyn,nonessential,no
lineage7,48410,618,G/A,206,ACC/ACT,T/T,Rv0044c,0,syn,nonessential,no
lineage7,49139,801,A/C,267,CGT/CGG,R/R,Rv0045c,0,syn,nonessential,no
lineage7,49405,535,G/T,179,CAG/AAG,Q/K,Rv0045c,0,nonsyn,nonessential,no
lineage7,57731,322,C/T,108,CGA/TGA,R/*,Rv0052,0,nonsyn,nonessential,no
lineage7,66827,0,C/T,0,./.,./.,0,0,inter,0,no
lineage7,69603,984,C/A,328,AAC/AAA,N/K,Rv0064,0,nonsyn,nonessential,no
lineage7,72545,1967,T/G,656,GAA/GCA,E/A,Rv0066c,icd2,nonsyn,nonessential,no
lineage7,73456,1056,G/A,352,GAC/GAT,D/D,Rv0066c,icd2,syn,nonessential,no
lineage7,77870,1027,C/A,343,GCC/TCC,A/S,Rv0070c,glyA2,nonsyn,nonessential,no
lineage7,78929,0,G/C,0,./.,./.,0,0,inter,0,no
lineage7,80705,82,G/A,28,GGG/AGG,G/R,Rv0072,0,nonsyn,nonessential,no
lineage7,81160,537,G/T,179,GAG/GAT,E/D,Rv0072,0,nonsyn,nonessential,no
lineage7,90613,214,A/G,72,ATC/GTC,I/V,Rv0083,0,nonsyn,nonessential,no
lineage7,100122,439,A/G,147,ACG/GCG,T/A,Rv0091,mtn,nonsyn,nonessential,no
lineage7,101706,1124,C/T,375,GCC/GTC,A/V,Rv0092,ctpA,nonsyn,nonessential,no
lineage7,102188,1606,C/T,536,CGC/TGC,R/C,Rv0092,ctpA,nonsyn,nonessential,no
lineage7,111135,1135,C/T,379,CGC/TGC,R/C,Rv0101,nrp,nonsyn,essential,no
lineage7,112336,2336,G/A,779,GGC/GAC,G/D,Rv0101,nrp,nonsyn,essential,no
lineage7,123065,749,G/A,250,GGT/GAT,G/D,Rv0104,0,nonsyn,nonessential,no
lineage7,129295,1247,C/A,416,CGC/CTC,R/L,Rv0107c,ctpI,nonsyn,nonessential,no
lineage7,131262,0,G/T,0,./.,./.,0,0,inter,0,no
lineage7,134002,53,T/G,18,GTC/GGC,V/G,Rv0111,0,nonsyn,nonessential,no
lineage7,137163,875,A/T,292,CAA/CTA,Q/L,Rv0112,gca,nonsyn,essential,no
lineage7,138083,143,T/C,48,CTA/CCA,L/P,Rv0114,gmhB,nonsyn,nonessential,no
lineage7,142799,1078,G/A,360,CGC/TGC,R/C,Rv0118c,oxcA,nonsyn,essential,no
lineage7,150944,1412,C/T,471,ACG/ATG,T/M,Rv0124,PE_PGRS2,nonsyn,ND,no
lineage7,151092,0,G/A,0,./.,./.,0,0,inter,0,no
lineage7,151168,21,C/G,7,CGC/CGG,R/R,Rv0125,pepA,syn,ND,no
lineage7,159817,966,G/A,322,ATC/ATT,I/I,Rv0132c,fgd2,syn,nonessential,no
lineage7,163333,0,G/A,0,./.,./.,0,0,inter,0,no
lineage7,163950,585,C/T,195,CGC/CGT,R/R,Rv0136,cyp138,syn,nonessential,no
lineage7,167150,241,T/C,81,TAC/CAC,Y/H,Rv0140,0,nonsyn,nonessential,no
lineage7,167152,243,C/T,81,TAC/TAT,Y/Y,Rv0140,0,syn,nonessential,no
lineage7,168945,1238,A/G,413,ATC/ACC,I/T,Rv0143c,0,nonsyn,nonessential,no
lineage7,173460,223,C/T,75,CGC/TGC,R/C,Rv0147,0,nonsyn,nonessential,no
lineage7,173914,677,A/G,226,GAC/GGC,D/G,Rv0147,0,nonsyn,nonessential,no
lineage7,174058,821,A/G,274,AAG/AGG,K/R,Rv0147,0,nonsyn,nonessential,no
lineage7,177866,1444,C/G,482,GTG/CTG,V/L,Rv0151c,PE1,nonsyn,ND,no
lineage7,184321,700,A/G,234,ACC/GCC,T/A,Rv0155,pntAa,nonsyn,nonessential,no
lineage7,184638,1017,G/A,339,TTG/TTA,L/L,Rv0155,pntAa,syn,nonessential,no
lineage7,188904,0,T/A,0,./.,./.,0,0,inter,0,no
lineage7,202710,235,G/A,79,GAA/AAA,E/K,Rv0172,mce1D,nonsyn,nonessential,no
lineage7,204504,440,C/G,147,GCC/GGC,A/G,Rv0173,lprK,nonsyn,essential,no
lineage7,205441,211,G/T,71,GTC/TTC,V/F,Rv0174,mce1F,nonsyn,nonessential,no
lineage7,205771,541,C/T,181,CAA/TAA,Q/*,Rv0174,mce1F,nonsyn,nonessential,no
lineage7,205773,543,A/C,181,CAA/CAC,Q/H,Rv0174,mce1F,nonsyn,nonessential,no
lineage7,207592,141,G/A,47,ACG/ACA,T/T,Rv0176,0,syn,essential,yes
lineage7,211548,703,C/A,235,GTG/TTG,V/L,Rv0180c,0,nonsyn,nonessential,no
lineage7,212165,86,G/A,29,CCG/CTG,P/L,Rv0180c,0,nonsyn,nonessential,no
lineage7,217794,1526,T/C,509,GTG/GCG,V/A,Rv0186,bglS,nonsyn,nonessential,no
lineage7,227697,820,A/C,274,ACC/CCC,T/P,Rv0194,0,nonsyn,nonessential,no
lineage7,232985,755,T/C,252,GTG/GCG,V/A,Rv0197,0,nonsyn,nonessential,no
lineage7,237215,10,G/C,4,GCT/CCT,A/P,Rv0200,0,nonsyn,ND,no
lineage7,237762,557,C/T,186,GCG/GTG,A/V,Rv0200,0,nonsyn,ND,no
lineage7,246359,960,C/T,320,CTG/CTA,L/L,Rv0206c,mmpL3,syn,nonessential,no
lineage7,247732,381,T/G,127,AAA/AAC,K/N,Rv0207c,0,nonsyn,nonessential,no
lineage7,250454,335,A/G,112,AAG/AGG,K/R,Rv0210,0,nonsyn,nonessential,no
lineage7,254676,1275,C/A,425,GAG/GAT,E/D,Rv0213c,0,nonsyn,nonessential,no
lineage7,255200,751,C/T,251,GTC/ATC,V/I,Rv0213c,0,nonsyn,nonessential,no
lineage7,255950,1,T/G,1,ATG/CTG,M/L,Rv0213c,0,nonsyn,nonessential,no
lineage7,265231,1165,C/G,389,CGC/GGC,R/G,Rv0221,0,nonsyn,nonessential,no
lineage7,265399,1333,G/A,445,GAC/AAC,D/N,Rv0221,0,nonsyn,nonessential,no
lineage7,271357,208,C/A,70,GTC/TTC,V/F,Rv0226c,0,nonsyn,essential,no
lineage7,272740,100,T/C,34,ATC/GTC,I/V,Rv0227c,0,nonsyn,essential,no
lineage7,280519,622,C/T,208,GGC/AGC,G/S,Rv0234c,gabD1,nonsyn,nonessential,no
lineage7,283436,3416,T/G,1139,GAA/GCA,E/A,Rv0236c,aftD,nonsyn,essential,no
lineage7,284051,2801,T/G,934,AAG/ACG,K/T,Rv0236c,aftD,nonsyn,essential,no
lineage7,298713,150,G/A,50,CGC/CGT,R/R,Rv0247c,0,syn,nonessential,no
lineage7,302889,24,C/A,8,CGC/CGA,R/R,Rv0252,nirB,syn,nonessential,no
lineage7,307534,325,C/G,109,GCG/CCG,A/P,Rv0255c,cobQ1,nonsyn,nonessential,no
lineage7,331042,617,G/A,206,TCC/TTC,S/F,Rv0275c,0,nonsyn,nonessential,no
lineage7,332746,391,G/A,131,CGG/TGG,R/W,Rv0277c,vapC25,nonsyn,nonessential,no
lineage7,333212,206,G/C,69,ACG/AGG,T/R,Rv0277A,vapB25,nonsyn,nonessential,no
lineage7,344329,308,G/C,103,AGC/ACC,S/T,Rv0283,eccB3,nonsyn,essential,no
lineage7,345719,85,G/A,29,GAG/AAG,E/K,Rv0284,eccC3,nonsyn,essential,no
lineage7,347456,1822,C/A,608,CCG/ACG,P/T,Rv0284,eccC3,nonsyn,essential,no
lineage7,349081,3447,G/A,1149,CTG/CTA,L/L,Rv0284,eccC3,syn,essential,yes
lineage7,351503,0,A/G,0,./.,./.,0,0,inter,0,no
lineage7,353026,878,A/C,293,CAA/CCA,Q/P,Rv0289,espG3,nonsyn,essential,no
lineage7,366639,6126,G/A,2042,CCC/CCT,P/P,Rv0304c,PPE5,syn,ND,no
lineage7,368087,4678,A/T,1560,TTC/ATC,F/I,Rv0304c,PPE5,nonsyn,ND,no
lineage7,368109,4656,G/A,1552,ACC/ACT,T/T,Rv0304c,PPE5,syn,ND,no
lineage7,369527,3238,T/G,1080,AAC/CAC,N/H,Rv0304c,PPE5,nonsyn,ND,no
lineage7,372679,86,G/T,29,ACC/AAC,T/N,Rv0304c,PPE5,nonsyn,ND,no
lineage7,379417,246,A/G,82,CTA/CTG,L/L,Rv0311,0,syn,essential,yes
lineage7,381053,498,C/T,166,TTC/TTT,F/F,Rv0312,0,syn,essential,yes
lineage7,386956,144,C/T,48,CCG/CCA,P/P,Rv0318c,0,syn,nonessential,no
lineage7,404496,1346,G/A,449,TCA/TTA,S/L,Rv0338c,0,nonsyn,essential,no
lineage7,412842,86,A/G,29,GAC/GGC,D/G,Rv0343,iniC,nonsyn,nonessential,no
lineage7,420243,409,G/T,137,GCC/TCC,A/S,Rv0350,dnaK,nonsyn,essential,no
lineage7,431219,3461,C/G,1154,GGC/GCC,G/A,Rv0355c,PPE8,nonsyn,ND,no
lineage7,433539,1141,T/C,381,ATG/GTG,M/V,Rv0355c,PPE8,nonsyn,ND,no
lineage7,443264,934,C/T,312,GTG/ATG,V/M,Rv0365c,0,nonsyn,nonessential,no
lineage7,452375,780,G/A,260,CAC/CAT,H/H,Rv0375c,0,syn,nonessential,no
lineage7,453561,812,T/C,271,CAC/CGC,H/R,Rv0376c,0,nonsyn,nonessential,no
lineage7,454924,504,C/A,168,ATC/ATA,I/I,Rv0377,0,syn,nonessential,no
lineage7,455557,0,G/A,0,./.,./.,0,0,inter,0,no
lineage7,456189,213,C/A,71,CGC/CGA,R/R,Rv0379,secE2,syn,nonessential,no
lineage7,482789,443,C/A,148,GGC/GTC,G/V,Rv0402c,mmpL1,nonsyn,nonessential,no
lineage7,492739,954,C/T,318,GCC/GCT,A/A,Rv0408,pta,syn,nonessential,no
lineage7,496284,1031,G/T,344,ACC/AAC,T/N,Rv0410c,pknG,nonsyn,essential,no
lineage7,497126,189,G/A,63,ACC/ACT,T/T,Rv0410c,pknG,syn,essential,yes
lineage7,498932,688,G/T,230,CGC/AGC,R/S,Rv0412c,0,nonsyn,essential,no
lineage7,502881,516,G/A,172,ATG/ATA,M/I,Rv0417,thiG,nonsyn,essential,no
lineage7,517025,779,C/A,260,CGC/CTC,R/L,Rv0428c,0,nonsyn,nonessential,no
lineage7,526533,828,T/G,276,GAA/GAC,E/D,Rv0438c,moeA2,nonsyn,nonessential,no
lineage7,532127,88,C/G,30,GCG/CCG,A/P,Rv0442c,PPE10,nonsyn,ND,no
lineage7,534342,55,C/A,19,GCT/TCT,A/S,Rv0445c,sigK,nonsyn,nonessential,no
lineage7,536722,448,C/T,150,GAC/AAC,D/N,Rv0448c,0,nonsyn,nonessential,no
lineage7,540424,1068,G/T,356,GTC/GTA,V/V,Rv0450c,mmpL4,syn,essential,yes
lineage7,542959,0,C/T,0,./.,./.,0,0,inter,0,no
lineage7,545800,22,G/C,8,CTG/GTG,L/V,Rv0455c,0,nonsyn,nonessential,no
lineage7,555639,668,G/T,223,CCG/CAG,P/Q,Rv0465c,0,nonsyn,nonessential,no
lineage7,560504,617,C/T,206,GCG/GTG,A/V,Rv0469,umaA,nonsyn,nonessential,no
lineage7,562311,403,C/T,135,GAA/AAA,E/K,Rv0471c,0,nonsyn,nonessential,no
lineage7,569810,0,C/T,0,./.,./.,0,0,inter,0,no
lineage7,611543,532,A/C,178,TCC/GCC,S/A,Rv0519c,0,nonsyn,nonessential,no
lineage7,612629,32,A/C,11,GAG/GCG,E/A,Rv0521,0,nonsyn,nonessential,no
lineage7,626380,61,C/A,21,GCG/TCG,A/S,Rv0534c,menA,nonsyn,nonessential,no
lineage7,633147,1258,C/T,420,GCA/ACA,A/T,Rv0541c,0,nonsyn,essential,no
lineage7,636120,94,C/A,32,GTG/TTG,V/L,Rv0544c,0,nonsyn,nonessential,no
lineage7,637585,385,A/C,129,TGA/GGA,*/G,Rv0546c,0,nonsyn,nonessential,no
lineage7,648647,112,G/T,38,GCC/TCC,A/S,Rv0557,mgtA,nonsyn,essential,no
lineage7,653826,0,G/A,0,./.,./.,0,0,inter,0,no
lineage7,654376,498,G/A,166,ATG/ATA,M/I,Rv0563,htpX,nonsyn,nonessential,no
lineage7,655155,795,T/C,265,GAA/GAG,E/E,Rv0564c,gpdA1,syn,nonessential,no
lineage7,656656,815,G/A,272,GCG/GTG,A/V,Rv0565c,0,nonsyn,nonessential,no
lineage7,669984,137,C/T,46,GCC/GTC,A/V,Rv0576,0,nonsyn,nonessential,no
lineage7,688558,527,T/A,176,ATC/AAC,I/N,Rv0590,mce2B,nonsyn,nonessential,no
lineage7,693742,506,T/C,169,CTG/CCG,L/P,Rv0594,mce2F,nonsyn,nonessential,no
lineage7,699431,369,T/G,123,AAA/AAC,K/N,Rv0602c,tcrA,nonsyn,nonessential,no
lineage7,700226,0,T/G,0,./.,./.,0,0,inter,0,no
lineage7,700316,78,C/G,26,AGC/AGG,S/R,Rv0604,lpqO,nonsyn,nonessential,no
lineage7,700776,538,T/C,180,TCG/CCG,S/P,Rv0604,lpqO,nonsyn,nonessential,no
lineage7,701159,921,C/G,307,CGC/CGG,R/R,Rv0604,lpqO,syn,nonessential,no
lineage7,704034,205,C/G,69,CCG/GCG,P/A,Rv0609A,0,nonsyn,nonessential,no
lineage7,708733,783,G/T,261,GAC/GAA,D/E,Rv0613c,0,nonsyn,nonessential,no
lineage7,711870,335,C/G,112,CCG/CGG,P/R,Rv0618,galTa,nonsyn,nonessential,no
lineage7,716126,757,G/A,253,GGT/AGT,G/S,Rv0622,0,nonsyn,nonessential,no
lineage7,718229,205,A/G,69,AAC/GAC,N/D,Rv0626,vapB5,nonsyn,nonessential,no
lineage7,719387,526,A/C,176,TCC/GCC,S/A,Rv0628c,0,nonsyn,essential,no
lineage7,732691,299,C/G,100,GCC/GGC,A/G,Rv0636,hadB,nonsyn,essential,no
lineage7,737363,787,C/A,263,GAG/TAG,E/*,Rv0643c,mmaA3,nonsyn,essential,no
lineage7,741333,1285,C/A,429,GCC/TCC,A/S,Rv0647c,0,nonsyn,nonessential,no
lineage7,746166,3448,T/G,1150,TCG/GCG,S/A,Rv0648,0,nonsyn,nonessential,no
lineage7,752014,498,C/T,166,GGC/GGT,G/G,Rv0655,mkl,syn,essential,yes
lineage7,764013,644,A/C,215,GAG/GCG,E/A,Rv0668,rpoC,nonsyn,essential,no
lineage7,766955,3586,G/A,1196,GAG/AAG,E/K,Rv0668,rpoC,nonsyn,essential,no
lineage7,771378,797,T/C,266,TTT/TCT,F/S,Rv0671,lpqP,nonsyn,nonessential,no
lineage7,772316,833,A/G,278,GAG/GGG,E/G,Rv0672,fadE8,nonsyn,nonessential,no
lineage7,774301,238,C/T,80,CCA/TCA,P/S,Rv0674,0,nonsyn,essential,no
lineage7,776202,2279,C/G,760,GGT/GCT,G/A,Rv0676c,mmpL5,nonsyn,nonessential,no
lineage7,781488,0,G/A,0,./.,./.,0,0,inter,0,no
lineage7,784143,1659,A/G,553,GCA/GCG,A/A,Rv0684,fusA1,syn,essential,no
lineage7,796515,997,G/A,333,GGC/AGC,G/S,Rv0696,0,nonsyn,nonessential,no
lineage7,799237,405,C/T,135,CGC/CGT,R/R,Rv0698,0,syn,nonessential,no
lineage7,806841,507,C/T,169,TAC/TAT,Y/Y,Rv0711,atsA,syn,nonessential,no
lineage7,811642,270,C/T,90,GAC/GAT,D/D,Rv0714,rplN,syn,essential,yes
lineage7,813375,0,G/T,0,./.,./.,0,0,inter,0,no
lineage7,816925,1263,T/G,421,GGT/GGG,G/G,Rv0724,sppA,syn,nonessential,no
lineage7,821057,420,G/A,140,GAC/GAT,D/D,Rv0728c,serA2,syn,nonessential,no
lineage7,826066,1267,A/G,423,ACG/GCG,T/A,Rv0732,secY,nonsyn,essential,no
lineage7,829407,201,C/T,67,TTC/TTT,F/F,Rv0737,0,syn,nonessential,no
lineage7,838738,288,G/A,96,TCG/TCA,S/S,Rv0747,PE_PGRS10,syn,ND,no
